Scenario,CV_Async,CV_Sync,CV_Ratio,Buffering_Pct
Status Quo,0.10422579916286456,0.11916981869117935,0.8745989572490563,12.540104275094366
Cool (MOCI -1),0.12943616056889745,0.13714923804243384,0.9437614267229836,5.623857327701643
Warm (MOCI +1),0.1342078609542389,0.14105425435563124,0.951462694743464,4.853730525653599
Warm + High Coyote,0.1383056252584515,0.14416696063142853,0.9593434213546203,4.065657864537975
